id,age,income,age of account,num purchases,amount per purchase,customer_segment
7778fe787e7240cd8684ca67ca72eeba,49,31,0,4,1.2875,2
1277b08cb40e4abd8cf9d78519e82a56,19,55,11,6,12.75,0
8214a0d3138c47ee8397379d15178fd3,40,54,34,10,15.051000000000002,4
645bdee43b0f43899320fcb0b427084c,54,83,9,10,72.525,5
f8d52526c7714472ba97f3e87931bebf,65,67,8,6,3.8683333333333336,5
0bc7c49f736c4a7fb104595df8c54d74,29,55,13,6,2.0816666666666666,0
ef8216e6e8c44ce08c75752c700b1da7,61,34,57,18,3.1177777777777784,3
2d3788d960ad4fa6977a4cdbef566199,81,69,15,5,19.53,5
3a1ba750f9e94800b68427f34027ccd0,36,43,10,7,2.364285714285714,0
96972ee997924865b4c939de10088622,36,53,4,7,1.967142857142857,0
3e73ba9f97144addb9cb17ac324b77ff,50,63,13,12,14.633333333333333,2
382e9ed67d2f4d80b9223d16a5d7344a,64,59,10,4,13.3275,2
bd1e687ace0b4d62aaf516aaec150beb,40,41,3,4,3.06,0
cd9bac9e8aea4609929a55b9b468c88e,30,65,13,27,3.331851851851852,4
a800c29fef434787846f1816f0aec941,61,59,55,23,3.3773913043478263,3
3c765494acae43d48f69cc29794dfa1a,25,66,23,20,3.39,4
9da20f64522348e7a8d5006fc232b2b6,27,74,0,7,4.172857142857144,0
a3320e68bc214d66abe4ac794cb850ba,55,50,6,15,12.306,2
325401ecec2e4570833f25eafccf16da,28,31,4,6,2.25,0
ba837b8385e74413981dd817f6deba2c,77,32,6,2,2.585,2
51f5192107fd4fd6a5bf0aa434e659ce,24,38,1,5,3.278,0
6432b493b1e8473db258f5bbad1b5984,52,43,18,17,2.554117647058824,2
774527ea5eb640e89704e3a350966558,56,80,15,8,22.675,5
bc0f4edf02b34c96b2a5b1fb30929db8,59,105,12,7,26.717142857142854,5
b9a046fb70224529bebf80388f93e5ad,59,57,0,4,12.35,2
291689651ce14d62a5efe33e5706ce12,64,75,47,10,19.689,3
e0a9ee8fae6f497aadbdd28c82aa7484,65,50,9,6,9.013333333333334,2
02a3aa431c1047be8eafec3dcd6b5fd0,54,70,1,6,19.128333333333334,5
f6e7986202724b9cb7000be668d10359,73,85,10,5,18.916000000000004,5
fc4bf7eecf2a438c925f2c3cb43355d3,43,100,23,11,23.57090909090909,1
8d7d3db57cbe48929746f887d29d453b,39,96,8,1,25.69,5
3c491daa80324700ab0a5495c32c7c7c,33,44,5,10,2.294,0
bdfba75f0e0c4533b4b6b97fa37daa4f,51,75,22,15,17.916,1
eb026cdc87f0460f8959c0198b89af12,56,60,3,2,15.63,2
61767761f4f44c368b5b069170b28bd6,70,114,33,13,29.928461538461537,1
029e063479234fb1b6c8727c3d45de62,71,93,7,3,23.25666666666667,5
47ca45c8529e43f29d9a2f285d07ffbe,35,40,9,3,1.586666666666667,0
c727c0939de24b92a35d4fd7c9fec518,30,56,6,4,3.2225,0
967cb1c1c6094d2cb15f60b06137c1d1,29,51,6,20,2.592,0
a31569d18e98488bb54537067aaef61a,63,60,11,9,14.800000000000002,2
d015bf9545c1465d8328a18c8a825226,43,79,56,6,24.30833333333333,4
3a9a78a58d3548798dc4b1b518ea64cf,71,94,16,13,24.35307692307692,1
7b262b5d16eb491e8681f2e44106d70e,62,60,6,10,3.2910000000000004,2
013f2c82889f4641a9b847a48861cce0,67,79,11,9,20.726666666666667,5
4f7557d8237644248df653277ac6bce4,54,70,0,7,3.728571428571428,5
647970f8d1874fb69962663a59462745,91,89,20,6,25.89333333333333,1
bf3db1942e184a6eb9c186b2d979d84a,42,64,4,1,22.23,0
49dca978505c4ab98af51313edf2bd7d,69,105,21,5,21.404000000000003,1
f9d370faa68e4fff90acd14b3e80d344,25,54,17,18,33.15611111111112,4
87d77223236342d5983c7d7c5e598ef6,83,63,32,12,14.999166666666667,3
6e87a4c200b141ad972f623c6b534286,41,58,20,12,15.39,4
53bd1a40dbf44d708b6f2428298c3a49,50,58,54,9,18.24,3
1fa18ac894ce457686b3d3264eb192f5,51,36,7,6,3.755,2
5f6c5be2b4f646e6b4dede651bd79ed8,30,45,0,4,1.8325,0
a230d8940b9947d9ae50e953a6b51eed,53,64,9,7,3.4785714285714286,2
2c4cee9819af47e78a2a9fc5030921a8,67,74,29,10,19.360000000000007,1
2eb501be079b40ef818089b92a30b119,60,64,0,2,16.3,5
1e449ed491f64f1498d25b4160274edc,40,59,0,3,13.95,0
062bebd7d15a422aacfbe41412c1bbd5,51,66,33,11,4.611818181818182,4
6c8474da5eb440a6a782a3a9dc632dd4,52,31,11,4,2.2075,2
4ae6edb337f14ce4956c53de1f0289cb,59,67,7,2,5.239999999999998,5
80ea72d3b2034082a0a2159179becaa7,66,45,1,8,3.22125,2
bb9e58e712404f8caa0105bbae0c6edb,67,35,26,11,2.652727272727273,3
83d2641895054948946aa6e898b85632,55,85,31,8,22.06125,1
519535de1dd84ed79b9ddbdf00e9002b,31,44,53,8,3.505,4
a1cdc184a3ff4b57a37670c88d26eca9,43,52,40,18,3.7494444444444457,4
95ba904ccb2b4a22bd1fa14321e98488,61,59,18,4,15.470000000000002,2
bca961093988487c98c58aa5b2600486,44,35,6,6,1.913333333333333,0
a6baa548ce4442acb92179fd080964d6,61,33,1,5,3.0160000000000005,2
da84884d6b5e4eb3bb01142a4a645cb7,61,53,23,15,4.325333333333333,3
549dcda4abdb4803aa423e1d982a5f30,36,66,2,8,2.58875,0
e281a984abd94368b10e9101fe038f6b,50,113,9,5,27.848000000000006,5
b64a01dbc7354205bdfdef5ca0ecbe6e,67,41,3,6,3.481666666666667,2
8353ac3c08714ad2912302ac5c7868e5,44,31,11,16,19.3325,0
aee02b97af7b47d8a967b2f21b9a2a75,81,62,0,5,6.01,2
0eda310a2b0c4e808af13f68afc81eea,76,40,10,6,3.6783333333333332,2
ff35495df493403388a7373862bcf2d5,87,38,58,23,4.918260869565217,3
8d15aa457a7e44abae865712ac06afbd,80,55,59,13,3.7,3
531085ca92504ea3a06d84fdbfadc7c7,33,50,7,3,4.093333333333334,0
f62c31aa3c65443eac8b18800bfb6a8f,44,55,37,21,2.81904761904762,4
7bbd5819b029482b84527d5982ab51ff,87,42,6,6,1.3083333333333331,2
2d0074b84a99445dab755f246f533f59,64,95,34,5,25.608,1
8b7d6291add449f7812b3435e77bc304,53,62,2,13,17.124615384615385,2
6f736bd23374450cb7180d5a570b53a4,45,58,25,5,12.334000000000001,4
9ac86455545b4f2f8e0f91fb152d3786,41,87,33,14,23.742142857142852,1
be33fc21689342f2b90a00a1892433bf,66,79,5,4,23.55,5
fdb6f4a30f844f0196165bf6be7ebebc,57,65,3,11,17.471818181818186,2
962c8ca333d04bb18429276bf88d89dc,50,111,11,5,28.596000000000004,5
c4e20bb4ed2042f68d2d58a865e5f403,86,62,11,3,3.1300000000000003,5
5e06d34a6048486f8f72e8dd1bcca9e6,81,85,19,6,20.451666666666664,5
18eddb1a60504a63ba4d200fab4cb36b,52,99,4,3,34.26333333333333,5
f175e633f1324c838ba3d719e27bcad2,50,56,0,4,2.1,2
b7509d7b888e4ab197ea253b57f7988c,41,55,44,10,15.166999999999998,4
7c8feb28723b4ef4922459f35a490a27,66,72,17,10,22.339000000000002,5
2db574f9885b44fbbb99396ffd60511a,63,71,10,12,20.331666666666667,5
e118a9e0eded4bfd9014cae50c7d5d4e,71,62,9,3,20.003333333333334,5
4346a6782c8a444ab83c212674613d28,76,54,46,4,14.8425,3
af8f99d284ae4639bac4af60f085caef,77,79,4,2,15.57,5
62b82a6507554dfca4ca1c9775f1fabe,65,68,0,6,3.7816666666666663,5
cb2731206ba14af0923483f7a447087e,56,68,7,1,27.75,5
a417d79c79d646f9ae12dbbe3a4e921f,69,75,34,11,19.35272727272727,1
6f7930563f024a839e1836b8e56292ea,27,70,0,5,3.3080000000000003,0
c0eda515b67c4aa99ca289db36cd0f3e,63,74,2,1,10.76,5
5aebac28abda47acb93da649367e95c8,56,54,2,5,2.9520000000000004,2
c5487320b716473ebf7134a10a3c1a71,62,31,4,9,4.75,2
52c3de46fb154851b6b4b47e5e519cc4,70,36,2,7,2.98,2
974679ad6fc2430ca1239ec26f5aa33e,58,100,32,6,28.355,1
25a132b5f6604288a53d48a5f2792735,29,53,21,13,12.980769230769232,4
23c4b658871a4d47802b3b148444560a,54,74,10,6,20.738333333333333,5
3a3359289baf4fea995a0e9bb2972198,64,74,18,25,4.110399999999999,1
ce6c9feefba945cd9f954cbd3374c987,84,64,33,11,16.95,3
2a5f89c79a104198b302c1cb2fd406d9,23,71,52,18,4.023333333333333,4
6b183c579aa649e8801e730cdd8ee302,63,62,7,3,10.82,2
4d034de6d0de4b08a1f44929300bc077,37,44,9,1,2.53,0
9928fa3cadd940878121fdfb8f179f70,29,40,8,5,5.510000000000002,0
ab1d8ca888784c1eafebf0c51e1b6e3e,77,77,59,5,17.726,3
78c4b77f63c448019948da62d44b6390,52,81,16,13,21.197692307692307,1
03f1ad04292f47b2b1299cc92f8f2a5d,65,71,8,14,21.658571428571424,5
52a185bd92f640dd8ff7dc6ac792cb23,36,38,5,5,3.242,0
f980db2d419943ad901c364c1987ef90,44,64,12,9,15.3,0
2663c7215b864922b7c1675cb9c626f3,49,65,11,9,68.64666666666668,5
5717b60079fd48b0a66f184540b4cfad,52,100,25,8,23.97125,1
3971f0bafa78424ea2361204747cb108,53,53,55,17,2.5876470588235287,3
9154e4f1dd0a41929fd1b6dfb3a32d69,40,49,11,3,5.843333333333334,0
8875068083504a07acb73e37eaf0a048,26,65,5,5,3.784,0
27955fd02c4249469d4a74cc5475029c,67,88,20,10,22.444000000000003,1
d6fca8c5fd134e2b8b6d5e79cbaaab81,30,42,16,16,2.771875,0
6cbe797a80d348d1a927031aa4e3ab5e,79,78,11,4,19.9475,5
dbea06b9b454403db6bda62b983b337b,44,55,5,3,16.61,0
2cb270bb65c04a3c8af51fcdb47f3388,67,72,10,3,4.613333333333333,5
c6604288d28148fbae794d079e6d7623,42,32,8,5,1.1320000000000001,0
6563b069be9741189ad1ebed59ed1b4c,27,40,28,25,2.9760000000000004,4
6c59b151e1c04bc9970b0ed30d82f0ac,83,54,2,1,16.99,2
1b1ca1a1ece440c7aac02b9f7ccf2f5a,48,98,34,4,27.805,1
e93328e346df40dcaa64e659bbd0fbaf,48,69,13,14,14.14642857142857,0
d1d3790e548e444fa3c8321bd38c4cd7,37,59,18,18,3.7283333333333335,4
f79cdf82289a439d973bb9c2c6c83c93,41,50,30,15,4.416,4
cda2f964e6464b619519ee02445bb652,36,54,7,3,19.573333333333334,0
37dfdf86ca2044d4a4e0a2eb2904c12c,72,65,4,8,17.21375,5
cbe1a16150674b5995396785280399c0,59,74,7,1,2.39,5
f4994572197d4310bf922576d5a8d132,54,70,28,14,60.31285714285714,1
fe245b31d1334751906c8ce0cd833a64,41,34,34,18,2.8622222222222216,4
418a662338a24c1281854e49bfd9269e,72,64,28,6,17.400000000000002,1
f83716ec38f44f03804f1263822faa62,21,35,2,7,3.071428571428572,0
06d95051c47a42f1a0704fca3be979be,65,87,42,3,28.73333333333333,1
6c1f1d11a0f344a58559c93bf519963f,60,33,20,12,2.6533333333333333,2
79ea356b335a4afc937872d51d604065,49,53,20,13,13.296153846153846,4
de6d32c7aa4442dd908c9fd65e3de5e1,61,41,9,4,4.92,2
8a2a5663b6f7405a9ac33e3370701f28,51,54,57,6,15.546666666666667,3
ebfda7cb657c4e068237f7f0e47850ed,75,61,3,4,10.34,2
6eaa05f587bb47d4aaec6b8adf978501,73,45,56,22,3.463636363636363,3
d5e0fe6f211140e5973cf8b9a14da12d,55,69,1,5,5.082,5
87baffa663b24a639035a82459834c62,67,91,6,4,25.7625,5
6d1b4ddc6746413e94754ee176a20ac6,26,69,2,8,5.4662500000000005,0
e1dc82d60ba143359639a79f6b9827f5,61,65,29,16,17.241875,3
b53485486c7946fdb4bfb5230bb300e7,28,48,6,20,29.64800000000001,0
e2bf90d0b5ec4155a65ebbe0bf2dbe00,24,39,9,2,1.495,0
ddd34708aaa24917b747e9d0b4a37fb5,64,88,18,6,20.283333333333328,1
c54fefd48d9e4a049023083b72946c74,38,96,10,4,23.9325,5
e2456738f21048aeb648fe2388907df9,63,60,2,2,12.32,2
7b83fb0794de40ea850c6c6653fcf244,56,63,23,9,14.724444444444444,1
8df451b46a79479e8235ff07fe15871f,70,51,11,6,11.3,2
a2d3f996f0434f09add121813a3d43d6,32,40,9,4,1.1725,0
18f86ba6bba845f9bd35931e12122a16,80,112,1,4,24.23,5
038d32f25cff4833ab44c5123e42583a,55,58,37,11,3.496363636363636,3
91a2c0a57b2049a3b0b8ea809e9273b5,25,73,1,7,3.5271428571428567,0
a4f4ab48d79a4c2b9d9b6d70b987ea46,62,64,2,6,5.008333333333334,2
2dc4ef0c0d1047ed81645078844b2e06,19,44,14,13,10.904615384615386,0
8c18d9d758494534ba01b9de03439411,54,45,10,3,3.9066666666666654,2
a7e623710cb34e99bbcb747ed7b5022a,60,52,25,13,5.049230769230769,3
5c98968403e94c7e8aa98086655554bf,83,60,16,12,2.5875000000000004,2
fea18d5354c44e79a321936e7938168d,49,41,5,5,7.422000000000001,2
52795bbd3ca440acb6c213dc17628b99,49,68,1,5,4.218,5
06647904f5c84f299ec20efa1cf923f4,73,57,23,17,2.3405882352941174,3
3cc1e660bd3b48ad903ba2c6550c84ba,73,38,2,4,2.1275,2
9163e597059d49aa8e3d3428d3fbb35a,22,53,9,6,3.0849999999999995,0
2be369a184c5446da2ac9563b36370b9,47,70,41,5,130.19,1
37b5aee227434185b8f4a4ba716a033f,27,55,11,4,2.2025,0
23a674ce0edb4458a1d8fdb1d8ed067c,38,35,4,9,3.231111111111111,0
35b3a8920b38468e89f73cb2a034c24a,89,119,29,11,24.59545454545455,1
7348577e36674179a876f247204655b4,29,44,31,14,2.271428571428572,4
96a2c9f3b1ab4b2cb48d65f03f0a9ff4,76,34,8,25,3.278,2
fcab32332c634fee9b3c5776afbca109,71,73,11,11,16.88727272727273,5
9049d32b67484ca3b4e64b6fe134bd17,35,53,1,5,2.1180000000000003,0
7c93c4f106ce44c588022a2aa08df8ca,64,63,9,5,5.104,2
43d7a676c9a443c68dd2213c2243de66,65,57,10,2,13.81,2
f036408e1fee4240b1615b1e4b3b5ced,78,64,46,13,2.3623076923076924,3
ae042c0c47e142238b09f90e367d5c05,49,33,46,15,3.273333333333334,3
fdf46baf397041ccbff333b3ab1001f3,54,75,15,4,17.8875,5
d8f2763e76bb4f1fb27d7a595f5deff7,67,97,59,9,30.035555555555554,1
738943cdecfd4534853c159569fa9e49,35,61,8,23,3.767391304347825,0
3e517aecc99e4a6caa35ab6253df51ff,88,52,9,2,9.525,2
377b9773bf3945589b144f0feabeccbb,57,55,49,11,3.4936363636363637,3
0514e61ffb1c4b52b8f0bf5ed2a348c7,50,37,1,5,1.574,2
2c240a2c74d5450e9c32dacc88ab7cff,25,45,0,7,2.705714285714285,0
86d160e4f466409d92e666a945268a89,63,79,54,9,18.526666666666667,3
d5d85629a78d4d4ab844e9d4f730c5a8,29,50,11,9,15.005555555555556,0
c854415dc979460c9b0e8fbfe52e2b87,62,46,1,3,2.21,2
39d20ed2014a4631812f12548621e5bb,20,58,11,16,14.595,0
0d8ed206607c4ff98c9222339de108f2,30,49,25,8,4.0875,4
6aebaf984fd845acaad2aa4de51c362e,25,32,15,21,2.469523809523809,0
fcaba919f6c6468aa7bf25a66c8696bc,75,92,53,7,23.155714285714282,1
ed127151cf1c4c70bcb2c9a50ce749c8,26,70,0,3,4.42,0
af65587f707a47439462c90d0564ee43,54,113,21,5,23.792,1
99e14ce9b74e4742abe3394dc3a81d75,79,101,19,5,23.464,1
1c04235d9afb4f098436aa8d8cb2589a,28,47,0,6,5.138333333333333,0
609a44418b6a44baa130521d083c78c1,55,62,33,16,16.0075,3
55b54d41425842879fa466286364dfcd,27,59,6,6,3.328333333333333,0
9990ee23425a462db0ec15a9b327d35d,40,59,24,12,14.409999999999998,4
43a1ff5a741c499b91b6c026d0d93f81,67,36,6,5,1.9680000000000002,2
9ca7ccb9ef3e44b4af85e8cfe3c15694,55,31,8,7,2.517142857142857,2
9be805c5483648bdb194ecc63b502f4c,70,46,33,5,2.926,3
f136a036cafd4d22a39eeb3402c8559b,54,63,6,9,18.744444444444444,2
ae446077b3294f60bd40a5757d537744,67,66,16,9,16.857777777777773,5
c4875ed3bb9e4823bdd7ab5171326dbb,32,35,10,6,2.1766666666666667,0
aa4d0ea86b1b4689a0a49a9290b43e85,43,68,11,2,20.82,5
55b7b860b3f14ff1bb7e317532de78d0,19,49,5,5,3.656,0
3d0fece0ce584b8c9a2820da552fdbab,46,51,8,4,2.74,0
f5f6af4cc5a7447eb374ee7376e58359,70,43,1,5,1.924,2
fd75302f189044e083f32152398889c5,67,65,10,8,18.83375,5
1a49aea4859d48feb21e10cf4ed241cd,61,37,9,8,40.66625000000001,2
cca97319a0364576ab8ce5738cb0a654,52,85,34,3,18.503333333333327,1
d1afef3bb120443eaed2829e227b938c,71,53,11,1,16.18,2
13032878f513409bb503d79069bd8779,22,53,7,4,3.9275,0
fe6aa84b089547149a6adfb80a17cb5d,24,46,1,8,1.71375,0
09840ad0df884a18910af206fd90e597,55,41,9,2,2.795,2
0c6ef3d7dde644c897e95f6129b55d86,40,69,24,9,21.073333333333334,4
dc71eebf1112489987b78e2d7a621745,42,32,46,11,1.8245454545454545,4
438754025de24239a4561429155a7e36,34,41,3,4,2.8875,0
6fbd611055b84f45bb23eb003742207c,27,67,15,18,2.6611111111111105,0
408d9cb496c148a199e4df7cd31452ce,60,68,10,8,3.555,5
8f45a5974df34ff3898cb0fa61d28dcc,27,73,34,14,21.835000000000004,4
cefb3db55cf048d0bbbc0cb2a19b52cd,44,46,6,3,1.653333333333333,0
3af27298abd14366aa4568bdd1253c38,36,56,20,20,2.6710000000000003,4
b2ecdd8b292f46a7a06db9569b1e282b,49,55,6,4,12.165,2
54d60cf626294a1685867c5f31dbf7b8,64,57,5,1,3.09,2
fad67e30e00241c9b28ac50d60a5130e,50,35,46,7,2.1557142857142857,3
54b38aa97c7f4ce8829830725f67f167,64,65,4,4,2.285,5
c767d7616bc64426afdc32420e28dd23,27,69,7,12,16.3125,0
c6015e690cc34986b20dc3c9644f720c,89,88,4,2,23.915,5
5b71399c438d4b7788d02c109cf7acaf,39,42,13,20,2.1445,0
a704e150927f49a0ab88f152078f159d,48,70,0,4,19.93,5
6754504014ab4a7e8fce507acf566f9f,68,69,51,9,18.047777777777775,3
7c0a8f9b191f40d3b5b478905495864a,59,34,17,14,2.9321428571428574,2
26fcd3c2c294477ea0cca9c5906850df,25,59,30,17,3.917058823529412,4
ad7e224e857e419d9db92451e8969e85,66,55,38,15,3.17,3
50a2b91918ba45b6bcd2556f70c75aa0,22,61,8,5,14.265999999999998,0
b94e988ed63a498aab070a6a64458812,59,57,4,8,2.635,2
fea0d1e7c8374feca24c7672e0b60d13,27,55,7,9,14.333333333333336,0
2e5b856461cd46d1b4fa139ac4741135,52,64,3,6,4.368333333333333,2
991e1092ad554373aed297ac057ed7dd,46,32,27,18,8.818333333333337,4
cfac8da70c354615b747646d234a1885,38,64,29,15,3.1966666666666663,4
a778089b56034462b625fa458be8d3e4,27,31,4,8,3.4037500000000005,0
392a50ac00844c7580d741f3004cb70e,55,85,3,3,19.65333333333333,5
870d8277c06542b49834c8723e2d5567,70,52,14,12,2.983333333333333,2
ed79f35c799d4f829f864b86f5eb43f7,89,74,0,2,21.340000000000003,5
fc7dbed9006f403ab151ea7bd889ee55,55,57,2,11,15.952727272727275,2
4a985493e3b141c1b2040b0ab56c62fb,60,63,1,2,9.0,5
6fd0fff2a0df4c8da26b5658d220a96a,76,60,30,7,14.501428571428573,3
08377118255f4374b173879fa81b8100,54,55,5,5,1.358,2
1126f32b64ae44e9af6e0c8ce5f75dd9,26,40,6,4,1.5,0
1739cf3e7afb4300aa703b32261cd0bd,68,38,48,19,3.0621052631578953,3
6b05f96fe4c84347a007eadc4439e1f8,40,85,21,7,21.585714285714282,1
596bd8f29e87418a8f0a8c21f3ce6365,56,61,14,5,15.722000000000001,2
2bbae8d1517449c8bbc87077c05e5170,58,62,4,7,5.912857142857143,2
fc8c1c028c6c43db90f75f003bfa41ed,27,69,29,12,18.124166666666667,4
2423ad34c87244f9a6dba4f1d139531f,29,38,14,14,9.649285714285714,0
eb5ed42bda0748eba57efc1413ec8eff,65,48,54,11,3.3936363636363636,3
7442737db478422b8db9f223f2c1ddd0,79,102,32,10,28.265,1
533c24cdc0904ea1955909565ae507a9,76,72,16,11,21.848181818181814,5
f67a8c148408430eb65beda00750a159,77,50,9,19,3.177368421052631,2
497661c41c2c412b89e33f3403712cee,52,82,33,5,20.354,1
c67aa77af3ff45f4bb282eddd63fbddc,70,90,5,4,32.2075,5
bcd9fbbb25454c38be9ed35ca901896e,42,73,37,14,3.6142857142857143,4
95e94202440a43939f3195fc975e7367,50,43,17,12,11.4125,2
8546396e46394221a3d889aba0593e5a,47,31,9,13,1.9346153846153848,2
4aa37c271d454d9b883b3fb007cf0dc6,47,68,8,6,18.071666666666665,5
8451b02773df4cd8b1c3e7f2ed3c69de,63,55,24,10,17.669,3
52f3d00658ea420e9680e3bacc0c93f6,35,55,6,13,2.9484615384615385,0
ef65dd061ff24b0f805a51dd0328dbcb,80,89,0,5,210.812,5
85075c1419734eb4a3705470a70bf14b,19,49,10,6,2.2466666666666666,0
48dbc372c7164fe99b9a90f0249b6024,20,31,5,8,2.0625,0
f14ae6296b294d86a55780ce9117b196,45,63,23,5,16.208,1
b1e5000082ef4b23b47589e2ca0a9951,21,46,10,5,13.244000000000002,0
2fac89b60ff34e1fbd1a9d354f5e9859,53,60,9,2,12.135000000000002,2
16bb0c6f3b1d456eb1637e0e59b68b99,84,95,19,8,28.36,1
00aee28bbb3848dd8a31f0c91dc267dd,21,59,6,5,4.106,0
2ecc1d321e4241f38124bc703dcdf63e,64,51,9,4,10.3125,2
78d968c803724eb5812a988d5156f943,76,44,34,13,13.012307692307695,3
c1f57b2c8e13441bafc67d592db48dd3,64,75,17,10,4.255000000000001,5
1b280e5d01d444ddba1b3871e0ac3bbe,42,61,10,7,17.51571428571429,0
bd43932a588841eea8932053dc143c36,57,76,34,5,18.754,1
03e507f56bd34d3dacdecb5eb87111f7,49,77,52,14,20.53142857142857,3
bb272cd4cac24fcc8f0168cfb5c6f063,20,40,56,20,2.7050000000000014,4
a3c2a505d62744f7b5d125930b533a33,60,71,34,13,19.840769230769226,3
f3b5a0743b364e3593283215d9ded135,67,92,24,9,24.754444444444445,1
3e9a640a3de64d88977b09e45e442d8d,26,70,3,3,4.453333333333333,0
306fcc2f329e4061bd1756c36c322175,35,69,3,8,2.925,0
f3d42b8e20a94d4ea5f6d1efce18b2c2,55,34,40,10,3.208,3
aec682c4187546819c9b85c363f6ae70,41,64,15,11,3.524545454545455,0
5e9e648ac1924ed19cc9665f000c0309,56,79,12,5,22.74,5
b008527a63914a51bf97fc0b800e7fe1,23,32,53,25,7.4163999999999985,4
e039a7776e2d4ebfbb5b240e3811c0a3,59,73,10,9,23.76666666666667,5
2dab8c385a2440b78b432ecb72d68787,34,61,45,19,3.6257894736842102,4
c4ebf59d90734c2581d57bdc5a707ff6,53,81,1,4,31.125,5
0f45882b7ebf44be98626ba118e034a4,58,75,34,9,21.18555555555556,1
d73856001b394ccb84735142baad4889,66,60,0,12,16.5025,2
17804e6e49634635b254ed31bee29d3c,51,63,23,10,18.572,1
2d3c956111ad434786e39ed79354dd5a,56,66,0,5,4.023999999999999,5
8c623041aa7e408092e225e5cbd1767f,21,72,7,1,1.39,0
6cacb0af4f064cb6b25e4180c8af1136,48,83,19,11,23.60272727272727,1
6d205d5d2c71498688a3d8c4cd561c0a,73,97,20,9,22.801111111111112,1
379c3d188896452bb3ce05c91801e191,68,87,55,8,23.94875,3
736b9b540036473985913edde51ed7b5,76,39,10,4,3.145,2
ea56b54dccb24b54b29abc2660b28316,58,86,20,3,24.2,1
ce1d59f272f744c5aecefef2aba4d44f,60,45,19,10,2.285,2
0e7f9c775784453d8504e4a480d56c8e,80,51,51,10,14.232999999999999,3
72cb17e8c761445f8b1a6782c39c9831,54,57,13,16,2.794375,2
39a967f20dd8425f9b1544f461323e2c,56,88,2,2,25.23,5
a8408d265e2f405fb209e60ab23d3273,57,61,12,11,16.91090909090909,2
1ece3bb3428d4bedab519e239110e0a3,69,80,6,1,17.01,5
db7879bc8ff14e0d8844fcde94820a60,37,49,7,3,0.7133333333333334,0
af4843b3494c4e9483f2a7d2c45095ae,26,74,8,5,5.072,0
44960a76fc1f4626b9c55f8b4acd39c4,29,67,2,15,17.973333333333336,0
c79f517e43ca4838bed253e0fda9cebd,67,44,9,5,2.7239999999999998,2
d88b4dbc2ff54dbcb9b99db4802657ac,44,38,2,4,1.2925,0
8c03c9716ffa4825b57af6b5cfee0f82,37,39,2,4,0.8575,0
5d02e48e7b974a69875d0c6ab097928e,37,71,1,12,2.744166666666666,0
f760c17c8e72437ab9498ec9a866e69a,19,65,6,2,3.48,0
f8a59176e4a84d2786e0ebb892fb322f,56,49,30,9,9.96,3
3d9147dad37e4543804cebd0891c6438,82,40,8,6,2.563333333333333,2
9f9eb9386d71451bb751acee1ab3603d,53,57,5,4,13.4575,2
e633a5cfcd1b4915954a1172a879f6f1,63,31,6,2,4.76,2
53ea5c4a167140e7afbe5afcc56d1107,58,71,30,4,17.71,1
c9c0e595d6b84dfc8bee2592160bee11,28,40,57,19,3.0010526315789474,4
086f6cec7c6e4f5c9d401b015f39c764,53,32,4,5,2.092,2
9acbb111ba2f452cbbafabaf49138377,77,44,48,6,2.266666666666667,3
a13d12b423c0443cbaa3815ce04ed056,27,45,7,8,4.1137500000000005,0
9d9762e2f526402aa214e18be86ecb0f,57,104,10,7,24.012857142857147,5
6f4a8b6d5cdb46cf80e56a416e43e7b3,45,54,48,20,2.6725000000000003,4
fac3b68123004528ad5a02842818eee5,20,41,2,10,8.57,0
b88d5bca2d8046fc870ff7cf55e68623,52,56,8,6,2.28,2
7b16ed6d6af641b48ff87971211ee60f,48,53,14,13,13.196153846153846,2
ebc3aaf34b8b409d87b2485e8c76621a,61,55,22,10,14.394,2
2dbab8bd18a340eea8fe57fc492d6bdd,29,53,2,4,4.9275,0
3889324c08c44aaaa40cbd2fe19964db,71,38,38,12,2.63,3
f7178f6391fc4b698ea2e04bd7ffe512,53,49,2,5,3.3240000000000003,2
8c54f6657313449b9f78e1f6b7a17aa9,83,90,23,6,27.18833333333333,1
baa8971400b245f79072e0bb96c3b7a9,53,86,36,8,20.57875,1
9066980ec7ea44889f8b1d326b710ebc,39,58,9,5,1.9520000000000004,0
a9bbadc2f69b4da9bbe7ec7f6d4f6ff3,66,90,23,10,25.259,1
13d3c1b4461a418ea65dd9ddc7ab77bf,72,36,9,5,3.212,2
b945adc6b8ea4694afba86d644198719,77,87,1,6,25.341666666666665,5
c34b2bbea66543e6959258063efe9fbc,70,48,1,7,2.924285714285714,2
4775a5d49fe74984a7a43e26c4114c8a,34,68,7,9,4.587777777777778,0
38fd7e72884849348f4c46ee282868d7,59,64,26,8,16.6,1
5f15c9e2974742c2a050b62254f71278,58,57,31,3,17.580000000000002,3
297b3345329e48958386be1e8086e99f,48,60,29,3,14.246666666666664,4
4744cfa970244d629b0a279fd2a468b2,71,119,1,4,27.3825,5
244b3b12df524021b73a4ba9f2381001,73,93,53,4,29.345,1
3c2f772174ea4c4fa501a2275a614876,45,35,10,17,8.235882352941175,0
e353a8882c7c49169f14ae386fc66a9b,48,40,6,4,5.39,2
e5c6a20a9e484510ab9977e353a07d60,62,65,33,16,3.443125,3
3a912dda124a43719e766fe8af45f565,34,55,23,17,2.9658823529411764,4
